YR_MO,CALL_DATE,AGENT_KEY,CALLS,HANDLE_TIME,CALL_REGEN,CALLS_WITH_OFFER,CALLS_WITH_ACCEPT,CALLS_OFFER_APPLIED,TRANSFERS,METRIC,TARGET,EFF_DT,TERM_DT,AGENT_ID,AGENT_NAME,TEAM_LEAD_ID,TEAM_LEAD_NAME,CALL_CENTER
201706,2017-06-19,12465,34,25904,4,33,23,19,2,AHT,780,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-20,12465,38,25383,5,34,29,26,2,AHT,780,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-22,12465,37,24015,5,34,28,24,3,AHT,780,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-23,12465,40,25482,8,36,26,22,3,AHT,780,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-25,12465,34,24736,7,32,27,20,2,AHT,780,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-26,12465,38,25559,4,38,27,23,2,AHT,780,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-27,12465,33,25092,4,32,24,18,1,AHT,780,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-29,12465,35,24169,4,33,27,22,1,AHT,780,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-30,12465,39,25409,4,35,27,21,2,AHT,780,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-01,12466,35,25039,4,34,29,26,2,AHT,780,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-02,12466,35,24330,4,33,30,22,2,AHT,780,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-04,12466,39,24035,5,37,28,20,2,AHT,780,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-05,12466,40,24176,4,40,32,25,2,AHT,780,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-06,12466,35,24278,6,33,24,18,2,AHT,780,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-08,12466,32,25209,4,30,22,19,2,AHT,780,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-09,12466,32,25552,3,29,21,19,2,AHT,780,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-11,12466,39,25873,8,36,26,20,2,AHT,780,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-12,12466,35,24333,5,35,27,23,2,AHT,780,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-13,12466,32,24358,5,29,23,20,2,AHT,780,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-15,12466,38,24384,5,36,27,23,2,AHT,780,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-16,12466,37,24072,6,36,31,23,2,AHT,780,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-18,12466,36,24803,6,34,28,20,2,AHT,780,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-19,12466,34,25965,5,34,24,18,2,AHT,780,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-20,12466,33,25500,5,31,26,22,2,AHT,780,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-22,12466,37,24909,7,36,27,23,2,AHT,780,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-23,12466,38,25830,6,36,32,26,3,AHT,780,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-25,12466,32,24993,6,31,26,23,2,AHT,780,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-26,12466,32,25420,4,31,28,21,2,AHT,780,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-27,12466,40,25255,6,38,33,24,2,AHT,780,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-29,12466,33,25013,4,30,24,19,2,AHT,780,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-30,12466,39,25333,6,38,27,20,2,AHT,780,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-01,12467,38,24436,6,36,32,28,3,AHT,780,2017-05-01,2020-12-31,201700123,"Centerville, Cece",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-02,12467,34,24415,5,31,27,20,2,AHT,780,2017-05-01,2020-12-31,201700123,"Centerville, Cece",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-04,12467,32,25637,4,31,26,21,2,AHT,780,2017-05-01,2020-12-31,201700123,"Centerville, Cece",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-05,12467,39,25574,4,38,33,26,3,AHT,780,2017-05-01,2020-12-31,201700123,"Centerville, Cece",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-06,12467,32,25467,4,30,22,18,2,AHT,780,2017-05-01,2020-12-31,201700123,"Centerville, Cece",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-08,12467,37,25358,6,37,33,29,2,AHT,780,2017-05-01,2020-12-31,201700123,"Centerville, Cece",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-09,12467,36,25843,6,33,25,18,2,AHT,780,2017-05-01,2020-12-31,201700123,"Centerville, Cece",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-11,12467,33,25916,6,33,28,22,2,AHT,780,2017-05-01,2020-12-31,201700123,"Centerville, Cece",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-12,12467,32,25052,4,29,25,20,2,AHT,780,2017-05-01,2020-12-31,201700123,"Centerville, Cece",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-13,12467,39,25627,8,39,28,24,2,AHT,780,2017-05-01,2020-12-31,201700123,"Centerville, Cece",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-15,12467,33,24242,4,31,22,17,2,AHT,780,2017-05-01,2020-12-31,201700123,"Centerville, Cece",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-16,12467,33,24745,6,33,29,23,2,AHT,780,2017-05-01,2020-12-31,201700123,"Centerville, Cece",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-18,12467,35,24704,7,34,30,27,2,AHT,780,2017-05-01,2020-12-31,201700123,"Centerville, Cece",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-19,12467,37,25987,5,35,30,27,2,AHT,780,2017-05-01,2020-12-31,201700123,"Centerville, Cece",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-20,12467,36,24117,4,34,24,21,2,AHT,780,2017-05-01,2020-12-31,201700123,"Centerville, Cece",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-22,12467,37,24967,6,36,28,23,3,AHT,780,2017-05-01,2020-12-31,201700123,"Centerville, Cece",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-23,12467,40,24117,5,39,34,25,3,AHT,780,2017-05-01,2020-12-31,201700123,"Centerville, Cece",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-25,12467,36,24623,4,36,30,24,3,AHT,780,2017-05-01,2020-12-31,201700123,"Centerville, Cece",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-26,12467,38,24943,6,36,29,20,2,AHT,780,2017-05-01,2020-12-31,201700123,"Centerville, Cece",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-27,12467,38,24657,7,36,32,29,2,AHT,780,2017-05-01,2020-12-31,201700123,"Centerville, Cece",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-29,12467,33,25364,7,32,25,19,2,AHT,780,2017-05-01,2020-12-31,201700123,"Centerville, Cece",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-30,12467,36,24107,5,33,29,22,2,AHT,780,2017-05-01,2020-12-31,201700123,"Centerville, Cece",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-01,12468,38,24923,5,37,32,25,2,AHT,780,2017-05-01,2020-12-31,201700124,"Davenport, Davina",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-02,12468,40,24096,7,36,28,21,3,AHT,780,2017-05-01,2020-12-31,201700124,"Davenport, Davina",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-04,12468,39,24214,6,35,25,20,2,AHT,780,2017-05-01,2020-12-31,201700124,"Davenport, Davina",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-05,12468,34,25605,4,32,25,21,2,AHT,780,2017-05-01,2020-12-31,201700124,"Davenport, Davina",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-06,12468,32,25329,5,32,27,21,2,AHT,780,2017-05-01,2020-12-31,201700124,"Davenport, Davina",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-08,12468,40,24546,5,39,31,24,2,AHT,780,2017-05-01,2020-12-31,201700124,"Davenport, Davina",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-09,12468,32,25796,4,29,25,18,2,AHT,780,2017-05-01,2020-12-31,201700124,"Davenport, Davina",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-11,12468,36,24940,5,32,26,23,2,AHT,780,2017-05-01,2020-12-31,201700124,"Davenport, Davina",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-12,12468,35,25789,6,32,26,23,2,AHT,780,2017-05-01,2020-12-31,201700124,"Davenport, Davina",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-13,12468,35,24285,5,33,25,22,2,AHT,780,2017-05-01,2020-12-31,201700124,"Davenport, Davina",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-15,12468,37,24532,7,34,24,21,3,AHT,780,2017-05-01,2020-12-31,201700124,"Davenport, Davina",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-16,12468,39,24109,7,35,25,20,2,AHT,780,2017-05-01,2020-12-31,201700124,"Davenport, Davina",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-20,12468,36,25417,6,33,26,21,2,AHT,780,2017-05-01,2020-12-31,201700124,"Davenport, Davina",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-22,12468,37,24498,6,36,31,23,2,AHT,780,2017-05-01,2020-12-31,201700124,"Davenport, Davina",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-23,12468,37,25440,5,36,30,27,2,AHT,780,2017-05-01,2020-12-31,201700124,"Davenport, Davina",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-25,12468,35,25330,4,34,24,18,2,AHT,780,2017-05-01,2020-12-31,201700124,"Davenport, Davina",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-26,12468,34,25724,4,32,26,21,2,AHT,780,2017-05-01,2020-12-31,201700124,"Davenport, Davina",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-27,12468,36,24551,4,33,26,21,1,AHT,780,2017-05-01,2020-12-31,201700124,"Davenport, Davina",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-29,12468,38,25254,4,34,31,27,2,AHT,780,2017-05-01,2020-12-31,201700124,"Davenport, Davina",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-30,12468,40,24556,7,37,27,23,1,AHT,780,2017-05-01,2020-12-31,201700124,"Davenport, Davina",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-01,12469,34,24371,4,32,25,22,2,AHT,780,2017-05-01,2020-12-31,201700125,"Edgerton, Ethan",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-02,12469,32,25167,4,30,25,22,2,AHT,780,2017-05-01,2020-12-31,201700125,"Edgerton, Ethan",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-04,12469,36,24205,7,34,27,23,2,AHT,780,2017-05-01,2020-12-31,201700125,"Edgerton, Ethan",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-05,12469,32,25030,4,30,21,17,2,AHT,780,2017-05-01,2020-12-31,201700125,"Edgerton, Ethan",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-06,12469,36,25573,4,33,27,19,2,AHT,780,2017-05-01,2020-12-31,201700125,"Edgerton, Ethan",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-08,12469,38,24312,7,38,29,21,2,AHT,780,2017-05-01,2020-12-31,201700125,"Edgerton, Ethan",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-09,12469,37,25009,6,33,28,20,2,AHT,780,2017-05-01,2020-12-31,201700125,"Edgerton, Ethan",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-11,12469,36,25677,4,34,24,20,3,AHT,780,2017-05-01,2020-12-31,201700125,"Edgerton, Ethan",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-12,12469,36,24254,5,33,28,20,3,AHT,780,2017-05-01,2020-12-31,201700125,"Edgerton, Ethan",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-13,12469,36,24365,7,34,31,24,2,AHT,780,2017-05-01,2020-12-31,201700125,"Edgerton, Ethan",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-15,12469,38,25483,6,35,25,18,2,AHT,780,2017-05-01,2020-12-31,201700125,"Edgerton, Ethan",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-16,12469,38,25170,4,34,28,25,3,AHT,780,2017-05-01,2020-12-31,201700125,"Edgerton, Ethan",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-18,12469,34,24731,6,33,28,20,2,AHT,780,2017-05-01,2020-12-31,201700125,"Edgerton, Ethan",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-19,12469,32,25869,4,29,21,15,2,AHT,780,2017-05-01,2020-12-31,201700125,"Edgerton, Ethan",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-20,12469,34,25318,4,33,24,21,2,AHT,780,2017-05-01,2020-12-31,201700125,"Edgerton, Ethan",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-22,12469,39,24219,8,36,26,18,3,AHT,780,2017-05-01,2020-12-31,201700125,"Edgerton, Ethan",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-23,12469,37,25015,7,34,28,22,2,AHT,780,2017-05-01,2020-12-31,201700125,"Edgerton, Ethan",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-25,12469,32,24981,5,29,21,19,2,AHT,780,2017-05-01,2020-12-31,201700125,"Edgerton, Ethan",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-26,12469,37,25319,7,36,28,24,2,AHT,780,2017-05-01,2020-12-31,201700125,"Edgerton, Ethan",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-27,12469,32,25591,5,30,25,21,2,AHT,780,2017-05-01,2020-12-31,201700125,"Edgerton, Ethan",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-29,12469,39,24597,7,38,32,27,1,AHT,780,2017-05-01,2020-12-31,201700125,"Edgerton, Ethan",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-30,12469,32,24597,6,30,24,22,1,AHT,780,2017-05-01,2020-12-31,201700125,"Edgerton, Ethan",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-01,12470,33,25378,5,32,28,22,2,AHT,780,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-02,12470,37,24323,7,34,30,23,2,AHT,780,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-04,12470,34,24076,6,33,29,24,2,AHT,780,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-05,12470,36,25582,5,35,28,23,2,AHT,780,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-06,12470,33,25068,4,31,28,21,2,AHT,780,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-08,12470,37,24717,6,35,29,21,2,AHT,780,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-09,12470,36,24522,4,35,28,24,3,AHT,780,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-12,12470,35,25640,7,34,26,21,2,AHT,780,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-13,12470,40,24054,4,40,30,22,3,AHT,780,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-15,12470,39,24309,4,38,33,29,3,AHT,780,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-16,12470,32,24063,5,32,28,22,2,AHT,780,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-18,12470,35,24578,5,34,25,19,2,AHT,780,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-19,12470,33,25193,4,30,25,21,2,AHT,780,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-20,12470,32,25872,4,30,23,20,2,AHT,780,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-22,12470,34,25883,4,32,26,20,2,AHT,780,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-23,12470,34,25810,7,34,29,24,2,AHT,780,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-25,12470,38,24513,5,36,28,25,2,AHT,780,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-26,12470,39,25776,6,36,27,24,2,AHT,780,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-27,12470,32,25783,6,29,23,18,2,AHT,780,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-29,12470,34,24963,5,32,28,23,2,AHT,780,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-30,12470,33,24472,5,32,28,23,1,AHT,780,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-01,12471,37,25105,4,34,25,20,3,AHT,780,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-02,12471,33,24678,6,33,24,19,2,AHT,780,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-04,12471,39,25515,5,39,34,29,3,AHT,780,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-05,12471,32,24610,4,30,23,17,2,AHT,780,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-06,12471,40,25365,7,36,28,24,2,AHT,780,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-08,12471,32,25793,6,29,22,19,2,AHT,780,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-09,12471,32,24953,5,32,27,22,2,AHT,780,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-11,12471,37,25124,6,34,24,21,2,AHT,780,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-12,12471,39,25616,6,39,34,30,2,AHT,780,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-13,12471,40,24848,5,38,30,22,2,AHT,780,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-15,12471,36,24525,7,36,30,26,2,AHT,780,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-16,12471,39,24461,7,37,29,21,2,AHT,780,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-18,12471,40,25603,6,36,31,22,2,AHT,780,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-19,12471,38,25133,7,36,29,26,3,AHT,780,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-20,12471,40,24078,5,36,29,26,3,AHT,780,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-22,12471,32,25289,4,30,23,16,2,AHT,780,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-23,12471,32,24821,5,29,26,19,2,AHT,780,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-25,12471,39,25678,6,36,32,25,2,AHT,780,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-26,12471,32,25500,6,29,22,16,2,AHT,780,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-27,12471,32,24685,4,31,28,20,2,AHT,780,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-29,12471,37,24087,4,37,27,22,1,AHT,780,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-30,12471,40,25975,4,36,25,21,2,AHT,780,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-01,12472,37,25938,7,33,28,24,2,AHT,780,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-02,12472,39,24376,7,39,31,28,3,AHT,780,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-04,12472,37,25783,5,33,28,25,2,AHT,780,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-05,12472,33,24992,5,33,26,21,2,AHT,780,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-06,12472,33,24771,4,32,22,17,2,AHT,780,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-09,12472,36,25114,5,33,26,20,3,AHT,780,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-11,12472,32,24518,5,29,21,18,2,AHT,780,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-12,12472,39,25628,7,37,29,26,2,AHT,780,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-13,12472,33,24059,5,30,25,22,2,AHT,780,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
201706,2017-06-15,12472,34,25618,6,33,25,22,2,AHT,780,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
